,Unnamed: 0,pathname,class,mode
356,356,currencyDataset/1000_front/IMG20211229233927.jpg,1000_front,test
1499,1499,currencyDataset/10_front/IMG20220209113830.jpg,10_front,test
2463,2463,currencyDataset/5000_front/IMG20220208014829.jpg,5000_front,test
1501,1501,currencyDataset/10_front/IMG20220209113838.jpg,10_front,test
182,182,currencyDataset/1000_back/IMG20220212172852.jpg,1000_back,test
246,246,currencyDataset/1000_front/IMG20211228225111.jpg,1000_front,test
41,41,currencyDataset/1000_back/IMG20211228231835.jpg,1000_back,test
1984,1984,currencyDataset/20_front/IMG20211230001634.jpg,20_front,test
2136,2136,currencyDataset/5000_back/IMG20211228013455.jpg,5000_back,test
492,492,currencyDataset/100_back/IMG20211228220359.jpg,100_back,test
894,894,currencyDataset/100_front/IMG20211230002731.jpg,100_front,test
233,233,currencyDataset/1000_back/IMG20220218160955.jpg,1000_back,test
3457,3457,currencyDataset/50_front/IMG20211228002555.jpg,50_front,test
594,594,currencyDataset/100_back/IMG20211230002911.jpg,100_back,test
253,253,currencyDataset/1000_front/IMG20211228225225.jpg,1000_front,test
195,195,currencyDataset/1000_back/IMG20220212173117.jpg,1000_back,test
2496,2496,currencyDataset/5000_front/IMG20220209121722.jpg,5000_front,test
1973,1973,currencyDataset/20_front/IMG20211230001529.jpg,20_front,test
1839,1839,currencyDataset/20_front/IMG20211228114947.jpg,20_front,test
1951,1951,currencyDataset/20_front/IMG20211229225929.jpg,20_front,test
3232,3232,currencyDataset/50_back/IMG20211228003715.jpg,50_back,test
320,320,currencyDataset/1000_front/IMG20211229001157.jpg,1000_front,test
928,928,currencyDataset/100_front/IMG20220209112836.jpg,100_front,test
3513,3513,currencyDataset/50_front/IMG20211228005235.jpg,50_front,test
785,785,currencyDataset/100_front/IMG20211228232453.jpg,100_front,test
890,890,currencyDataset/100_front/IMG20211230002713.jpg,100_front,test
1467,1467,currencyDataset/10_front/IMG20211230000417.jpg,10_front,test
1992,1992,currencyDataset/20_front/IMG20220212162459.jpg,20_front,test
1183,1183,currencyDataset/10_back/IMG20211230000756.jpg,10_back,test
3117,3117,currencyDataset/500_front/IMG20220218161819.jpg,500_front,test
3509,3509,currencyDataset/50_front/IMG20211228005216.jpg,50_front,test
814,814,currencyDataset/100_front/IMG20211229002627.jpg,100_front,test
929,929,currencyDataset/100_front/IMG20220209112920.jpg,100_front,test
3608,3608,currencyDataset/50_front/IMG20220212164940.jpg,50_front,test
1919,1919,currencyDataset/20_front/IMG20211228234056.jpg,20_front,test
2314,2314,currencyDataset/5000_back/IMG20220218162959.jpg,5000_back,test
765,765,currencyDataset/100_front/IMG20211228215641.jpg,100_front,test
3547,3547,currencyDataset/50_front/IMG20211228220755.jpg,50_front,test
2754,2754,currencyDataset/500_back/IMG20211228233722.jpg,500_back,test
1620,1620,currencyDataset/20_back/IMG20211228222030.jpg,20_back,test
1229,1229,currencyDataset/10_back/IMG20220209114340.jpg,10_back,test
1203,1203,currencyDataset/10_back/IMG20211230000940.jpg,10_back,test
1218,1218,currencyDataset/10_back/IMG20220209114228.jpg,10_back,test
1172,1172,currencyDataset/10_back/IMG20211229231220.jpg,10_back,test
762,762,currencyDataset/100_front/IMG20211228215622.jpg,100_front,test
1389,1389,currencyDataset/10_front/IMG20211228230835.jpg,10_front,test
1808,1808,currencyDataset/20_back/IMG20220218165154.jpg,20_back,test
2364,2364,currencyDataset/5000_front/IMG20211228012631.jpg,5000_front,test
149,149,currencyDataset/1000_back/IMG20211229235908.jpg,1000_back,test
3201,3201,currencyDataset/50_back/IMG20211228002338.jpg,50_back,test
899,899,currencyDataset/100_front/IMG20211230002812.jpg,100_front,test
2812,2812,currencyDataset/500_back/IMG20211229234932.jpg,500_back,test
1156,1156,currencyDataset/10_back/IMG20211229231116.jpg,10_back,test
1544,1544,currencyDataset/10_front/IMG20220215122417.jpg,10_front,test
3222,3222,currencyDataset/50_back/IMG20211228003447.jpg,50_back,test
3247,3247,currencyDataset/50_back/IMG20211228011840.jpg,50_back,test
2447,2447,currencyDataset/5000_front/IMG20220208014720.jpg,5000_front,test
27,27,currencyDataset/1000_back/IMG20211228225614.jpg,1000_back,test
2259,2259,currencyDataset/5000_back/IMG20220212170450.jpg,5000_back,test
2642,2642,currencyDataset/500_back/IMG20211228122705.jpg,500_back,test
854,854,currencyDataset/100_front/IMG20211229232558.jpg,100_front,test
3546,3546,currencyDataset/50_front/IMG20211228220752.jpg,50_front,test
2588,2588,currencyDataset/5000_front/IMG20220218162858.jpg,5000_front,test
528,528,currencyDataset/100_back/IMG20211229002940.jpg,100_back,test
1074,1074,currencyDataset/10_back/IMG20211228230338.jpg,10_back,test
3091,3091,currencyDataset/500_front/IMG20220218161613.jpg,500_front,test
3496,3496,currencyDataset/50_front/IMG20211228005119.jpg,50_front,test
2122,2122,currencyDataset/5000_back/IMG20211228013337.jpg,5000_back,test
990,990,currencyDataset/100_front/IMG20220218163659.jpg,100_front,test
2494,2494,currencyDataset/5000_front/IMG20220209121712.jpg,5000_front,test
413,413,currencyDataset/1000_front/IMG20220209114827.jpg,1000_front,test
220,220,currencyDataset/1000_back/IMG20220218160908.jpg,1000_back,test
53,53,currencyDataset/1000_back/IMG20211228231953.jpg,1000_back,test
2304,2304,currencyDataset/5000_back/IMG20220212171815.jpg,5000_back,test
2788,2788,currencyDataset/500_back/IMG20211229232231.jpg,500_back,test
386,386,currencyDataset/1000_front/IMG20211229235517.jpg,1000_front,test
3587,3587,currencyDataset/50_front/IMG20220212164642.jpg,50_front,test
758,758,currencyDataset/100_front/IMG20211228215603.jpg,100_front,test
2427,2427,currencyDataset/5000_front/IMG20211228234606.jpg,5000_front,test
2425,2425,currencyDataset/5000_front/IMG20211228234600.jpg,5000_front,test
1028,1028,currencyDataset/10_back/IMG20211228223655.jpg,10_back,test
2691,2691,currencyDataset/500_back/IMG20211228223125.jpg,500_back,test
1015,1015,currencyDataset/100_front/IMG20220218163941.jpg,100_front,test
1412,1412,currencyDataset/10_front/IMG20211229002037.jpg,10_front,test
3539,3539,currencyDataset/50_front/IMG20211228220717.jpg,50_front,test
2798,2798,currencyDataset/500_back/IMG20211229234813.jpg,500_back,test
1158,1158,currencyDataset/10_back/IMG20211229231124.jpg,10_back,test
1624,1624,currencyDataset/20_back/IMG20211228222043.jpg,20_back,test
2152,2152,currencyDataset/5000_back/IMG20211228234831.jpg,5000_back,test
1913,1913,currencyDataset/20_front/IMG20211228234029.jpg,20_front,train
3520,3520,currencyDataset/50_front/IMG20211228011709.jpg,50_front,train
1365,1365,currencyDataset/10_front/IMG20211228230706.jpg,10_front,train
2733,2733,currencyDataset/500_back/IMG20211228233601.jpg,500_back,train
1782,1782,currencyDataset/20_back/IMG20220215120240.jpg,20_back,train
1382,1382,currencyDataset/10_front/IMG20211228230803.jpg,10_front,train
2724,2724,currencyDataset/500_back/IMG20211228224841.jpg,500_back,train
426,426,currencyDataset/1000_front/IMG20220212173627.jpg,1000_front,train
1241,1241,currencyDataset/10_back/IMG20220215122542.jpg,10_back,train
496,496,currencyDataset/100_back/IMG20211228232826.jpg,100_back,train
2786,2786,currencyDataset/500_back/IMG20211229232226.jpg,500_back,train
2356,2356,currencyDataset/5000_front/IMG20211228012522.jpg,5000_front,train
1831,1831,currencyDataset/20_front/IMG20211228114831.jpg,20_front,train
1341,1341,currencyDataset/10_front/IMG20211228225856.jpg,10_front,train
2181,2181,currencyDataset/5000_back/IMG20220208015015.jpg,5000_back,train
228,228,currencyDataset/1000_back/IMG20220218160942.jpg,1000_back,train
2037,2037,currencyDataset/20_front/IMG20220215115809.jpg,20_front,train
807,807,currencyDataset/100_front/IMG20211228232652.jpg,100_front,train
2560,2560,currencyDataset/5000_front/IMG20220212172341.jpg,5000_front,train
1010,1010,currencyDataset/100_front/IMG20220218163912.jpg,100_front,train
350,350,currencyDataset/1000_front/IMG20211229233853.jpg,1000_front,train
3481,3481,currencyDataset/50_front/IMG20211228003315.jpg,50_front,train
1360,1360,currencyDataset/10_front/IMG20211228230650.jpg,10_front,train
260,260,currencyDataset/1000_front/IMG20211228225312.jpg,1000_front,train
342,342,currencyDataset/1000_front/IMG20211229233751.jpg,1000_front,train
592,592,currencyDataset/100_back/IMG20211230002903.jpg,100_back,train
685,685,currencyDataset/100_back/IMG20220215121410.jpg,100_back,train
2914,2914,currencyDataset/500_front/IMG20211228122302.jpg,500_front,train
2066,2066,currencyDataset/20_front/IMG20220218165004.jpg,20_front,train
1884,1884,currencyDataset/20_front/IMG20211228221429.jpg,20_front,train
696,696,currencyDataset/100_back/IMG20220215121528.jpg,100_back,train
71,71,currencyDataset/1000_back/IMG20211229001404.jpg,1000_back,train
3586,3586,currencyDataset/50_front/IMG20220212164631.jpg,50_front,train
1371,1371,currencyDataset/10_front/IMG20211228230728.jpg,10_front,train
750,750,currencyDataset/100_front/IMG20211228215507.jpg,100_front,train
1877,1877,currencyDataset/20_front/IMG20211228221404.jpg,20_front,train
1022,1022,currencyDataset/100_front/IMG20220218164002.jpg,100_front,train
1418,1418,currencyDataset/10_front/IMG20211229002111.jpg,10_front,train
569,569,currencyDataset/100_back/IMG20211229233002.jpg,100_back,train
2956,2956,currencyDataset/500_front/IMG20211228224326.jpg,500_front,train
3478,3478,currencyDataset/50_front/IMG20211228003256.jpg,50_front,train
2111,2111,currencyDataset/5000_back/IMG20211228013254.jpg,5000_back,train
3076,3076,currencyDataset/500_front/IMG20211229234538.jpg,500_front,train
2431,2431,currencyDataset/5000_front/IMG20211228234624.jpg,5000_front,train
431,431,currencyDataset/1000_front/IMG20220212173727.jpg,1000_front,train
1532,1532,currencyDataset/10_front/IMG20220215122155.jpg,10_front,train
578,578,currencyDataset/100_back/IMG20211229233041.jpg,100_back,train
1247,1247,currencyDataset/10_back/IMG20220215122617.jpg,10_back,train
1953,1953,currencyDataset/20_front/IMG20211229225937.jpg,20_front,train
2839,2839,currencyDataset/500_back/IMG20220218162007.jpg,500_back,train
1421,1421,currencyDataset/10_front/IMG20211229002126.jpg,10_front,train
3057,3057,currencyDataset/500_front/IMG20211229234420.jpg,500_front,train
377,377,currencyDataset/1000_front/IMG20211229235422.jpg,1000_front,train
3375,3375,currencyDataset/50_front/IMG20211224211146.jpg,50_front,train
2186,2186,currencyDataset/5000_back/IMG20220208015034.jpg,5000_back,train
3541,3541,currencyDataset/50_front/IMG20211228220727.jpg,50_front,train
1349,1349,currencyDataset/10_front/IMG20211228225920.jpg,10_front,train
2706,2706,currencyDataset/500_back/IMG20211228224734.jpg,500_back,train
2609,2609,currencyDataset/500_back/IMG20211228104858.jpg,500_back,train
292,292,currencyDataset/1000_front/IMG20211228231632.jpg,1000_front,train
1959,1959,currencyDataset/20_front/IMG20211229230002.jpg,20_front,train
2315,2315,currencyDataset/5000_back/IMG20220218163005.jpg,5000_back,train
2223,2223,currencyDataset/5000_back/IMG20220209121959.jpg,5000_back,train
308,308,currencyDataset/1000_front/IMG20211229001004.jpg,1000_front,train
2265,2265,currencyDataset/5000_back/IMG20220212170522.jpg,5000_back,train
730,730,currencyDataset/100_back/IMG20220218164151.jpg,100_back,train
2910,2910,currencyDataset/500_front/IMG20211228122241.jpg,500_front,train
856,856,currencyDataset/100_front/IMG20211229232624.jpg,100_front,train
2805,2805,currencyDataset/500_back/IMG20211229234850.jpg,500_back,train
3004,3004,currencyDataset/500_front/IMG20211228233329.jpg,500_front,train
144,144,currencyDataset/1000_back/IMG20211229235848.jpg,1000_back,train
3120,3120,currencyDataset/50_back/IMG20211227235208.jpg,50_back,train
1468,1468,currencyDataset/10_front/IMG20211230000423.jpg,10_front,train
3468,3468,currencyDataset/50_front/IMG20211228002714.jpg,50_front,train
2382,2382,currencyDataset/5000_front/IMG20211228013802.jpg,5000_front,train
348,348,currencyDataset/1000_front/IMG20211229233828.jpg,1000_front,train
1995,1995,currencyDataset/20_front/IMG20220212162517.jpg,20_front,train
2919,2919,currencyDataset/500_front/IMG20211228122343.jpg,500_front,train
1777,1777,currencyDataset/20_back/IMG20220215115937.jpg,20_back,train
1686,1686,currencyDataset/20_back/IMG20211229230134.jpg,20_back,train
411,411,currencyDataset/1000_front/IMG20220209114816.jpg,1000_front,train
2925,2925,currencyDataset/500_front/IMG20211228122420.jpg,500_front,train
445,445,currencyDataset/1000_front/IMG20220218160602.jpg,1000_front,train
1732,1732,currencyDataset/20_back/IMG20211230001936.jpg,20_back,train
2955,2955,currencyDataset/500_front/IMG20211228222757.jpg,500_front,train
1818,1818,currencyDataset/20_back/IMG20220218165248.jpg,20_back,train
2065,2065,currencyDataset/20_front/IMG20220218165000.jpg,20_front,train
1556,1556,currencyDataset/10_front/IMG20220218165920.jpg,10_front,train
371,371,currencyDataset/1000_front/IMG20211229235335.jpg,1000_front,train
1542,1542,currencyDataset/10_front/IMG20220215122406.jpg,10_front,train
2775,2775,currencyDataset/500_back/IMG20211229232154.jpg,500_back,train
3583,3583,currencyDataset/50_front/IMG20220212164611.jpg,50_front,train
1763,1763,currencyDataset/20_back/IMG20220212163240.jpg,20_back,train
3555,3555,currencyDataset/50_front/IMG20220209120125.jpg,50_front,train
2593,2593,currencyDataset/5000_front/IMG20220218162922.jpg,5000_front,train
3324,3324,currencyDataset/50_back/IMG20220209120708.jpg,50_back,train
305,305,currencyDataset/1000_front/IMG20211229000941.jpg,1000_front,train
2923,2923,currencyDataset/500_front/IMG20211228122403.jpg,500_front,train
3215,3215,currencyDataset/50_back/IMG20211228002822.jpg,50_back,train
849,849,currencyDataset/100_front/IMG20211229232531.jpg,100_front,train
605,605,currencyDataset/100_back/IMG20211230003005.jpg,100_back,train
2964,2964,currencyDataset/500_front/IMG20211228224359.jpg,500_front,train
2731,2731,currencyDataset/500_back/IMG20211228233557.jpg,500_back,train
2056,2056,currencyDataset/20_front/IMG20220218164837.jpg,20_front,train
209,209,currencyDataset/1000_back/IMG20220218160756.jpg,1000_back,train
2532,2532,currencyDataset/5000_front/IMG20220212171934.jpg,5000_front,train
1603,1603,currencyDataset/20_back/IMG20211228120043.jpg,20_back,train
242,242,currencyDataset/1000_front/IMG20211228225057.jpg,1000_front,train
809,809,currencyDataset/100_front/IMG20211228232702.jpg,100_front,train
3316,3316,currencyDataset/50_back/IMG20220209120611.jpg,50_back,train
1256,1256,currencyDataset/10_back/IMG20220215122717.jpg,10_back,train
1500,1500,currencyDataset/10_front/IMG20220209113834.jpg,10_front,train
559,559,currencyDataset/100_back/IMG20211229232931.jpg,100_back,train
2607,2607,currencyDataset/500_back/IMG20211228104849.jpg,500_back,train
2573,2573,currencyDataset/5000_front/IMG20220218162624.jpg,5000_front,train
1375,1375,currencyDataset/10_front/IMG20211228230741.jpg,10_front,train
3051,3051,currencyDataset/500_front/IMG20211229231927.jpg,500_front,train
1148,1148,currencyDataset/10_back/IMG20211229231029.jpg,10_back,train
2859,2859,currencyDataset/500_front/IMG20211228103953.jpg,500_front,train
715,715,currencyDataset/100_back/IMG20220218164041.jpg,100_back,train
444,444,currencyDataset/1000_front/IMG20220218160548.jpg,1000_front,train
1725,1725,currencyDataset/20_back/IMG20211230001845.jpg,20_back,train
835,835,currencyDataset/100_front/IMG20211229002822.jpg,100_front,train
1600,1600,currencyDataset/20_back/IMG20211228120029.jpg,20_back,train
186,186,currencyDataset/1000_back/IMG20220212172938.jpg,1000_back,train
1964,1964,currencyDataset/20_front/IMG20211230001437.jpg,20_front,train
3007,3007,currencyDataset/500_front/IMG20211228233347.jpg,500_front,train
994,994,currencyDataset/100_front/IMG20220218163716.jpg,100_front,train
2303,2303,currencyDataset/5000_back/IMG20220212171752.jpg,5000_back,train
3536,3536,currencyDataset/50_front/IMG20211228220653.jpg,50_front,train
1825,1825,currencyDataset/20_back/IMG20220218165318.jpg,20_back,train
1724,1724,currencyDataset/20_back/IMG20211230001842.jpg,20_back,train
794,794,currencyDataset/100_front/IMG20211228232605.jpg,100_front,train
2515,2515,currencyDataset/5000_front/IMG20220212165920.jpg,5000_front,train
2508,2508,currencyDataset/5000_front/IMG20220212165715.jpg,5000_front,train
3176,3176,currencyDataset/50_back/IMG20211228002109.jpg,50_back,train
223,223,currencyDataset/1000_back/IMG20220218160918.jpg,1000_back,train
2680,2680,currencyDataset/500_back/IMG20211228223044.jpg,500_back,train
2652,2652,currencyDataset/500_back/IMG20211228122753.jpg,500_back,train
1596,1596,currencyDataset/20_back/IMG20211228115954.jpg,20_back,train
1197,1197,currencyDataset/10_back/IMG20211230000903.jpg,10_back,train
1011,1011,currencyDataset/100_front/IMG20220218163915.jpg,100_front,train
251,251,currencyDataset/1000_front/IMG20211228225156.jpg,1000_front,train
3390,3390,currencyDataset/50_front/IMG20211224211813.jpg,50_front,train
742,742,currencyDataset/100_back/IMG20220218164245.jpg,100_back,train
1162,1162,currencyDataset/10_back/IMG20211229231135.jpg,10_back,train
2819,2819,currencyDataset/500_back/IMG20211229235001.jpg,500_back,train
2205,2205,currencyDataset/5000_back/IMG20220208015201.jpg,5000_back,train
812,812,currencyDataset/100_front/IMG20211229002622.jpg,100_front,train
2740,2740,currencyDataset/500_back/IMG20211228233624.jpg,500_back,train
3461,3461,currencyDataset/50_front/IMG20211228002608.jpg,50_front,train
2932,2932,currencyDataset/500_front/IMG20211228222503.jpg,500_front,train
3123,3123,currencyDataset/50_back/IMG20211227235309.jpg,50_back,train
562,562,currencyDataset/100_back/IMG20211229232942.jpg,100_back,train
3107,3107,currencyDataset/500_front/IMG20220218161731.jpg,500_front,train
406,406,currencyDataset/1000_front/IMG20220209114759.jpg,1000_front,train
1119,1119,currencyDataset/10_back/IMG20211229002226.jpg,10_back,train
2158,2158,currencyDataset/5000_back/IMG20211228234910.jpg,5000_back,train
1894,1894,currencyDataset/20_front/IMG20211228221531.jpg,20_front,train
1484,1484,currencyDataset/10_front/IMG20211230000603.jpg,10_front,train
739,739,currencyDataset/100_back/IMG20220218164222.jpg,100_back,train
2745,2745,currencyDataset/500_back/IMG20211228233649.jpg,500_back,train
3040,3040,currencyDataset/500_front/IMG20211229231800.jpg,500_front,train
2397,2397,currencyDataset/5000_front/IMG20211228013910.jpg,5000_front,train
367,367,currencyDataset/1000_front/IMG20211229235318.jpg,1000_front,train
2557,2557,currencyDataset/5000_front/IMG20220212172320.jpg,5000_front,train
257,257,currencyDataset/1000_front/IMG20211228225253.jpg,1000_front,train
3129,3129,currencyDataset/50_back/IMG20211227235354.jpg,50_back,train
2257,2257,currencyDataset/5000_back/IMG20220212170442.jpg,5000_back,train
2388,2388,currencyDataset/5000_front/IMG20211228013838.jpg,5000_front,train
3320,3320,currencyDataset/50_back/IMG20220209120633.jpg,50_back,train
3475,3475,currencyDataset/50_front/IMG20211228002734.jpg,50_front,train
3395,3395,currencyDataset/50_front/IMG20211228000019.jpg,50_front,train
1893,1893,currencyDataset/20_front/IMG20211228221528.jpg,20_front,train
3054,3054,currencyDataset/500_front/IMG20211229234407.jpg,500_front,train
3255,3255,currencyDataset/50_back/IMG20211228011916.jpg,50_back,train
2895,2895,currencyDataset/500_front/IMG20211228121951.jpg,500_front,train
2362,2362,currencyDataset/5000_front/IMG20211228012626.jpg,5000_front,train
1132,1132,currencyDataset/10_back/IMG20211229002333.jpg,10_back,train
766,766,currencyDataset/100_front/IMG20211228215645.jpg,100_front,train
157,157,currencyDataset/1000_back/IMG20220209115107.jpg,1000_back,train
482,482,currencyDataset/100_back/IMG20211228220310.jpg,100_back,train
2492,2492,currencyDataset/5000_front/IMG20220209121707.jpg,5000_front,train
2759,2759,currencyDataset/500_back/IMG20211228233740.jpg,500_back,train
217,217,currencyDataset/1000_back/IMG20220218160901.jpg,1000_back,train
2097,2097,currencyDataset/5000_back/IMG20211228012917.jpg,5000_back,train
2243,2243,currencyDataset/5000_back/IMG20220212170308.jpg,5000_back,train
667,667,currencyDataset/100_back/IMG20220212164138.jpg,100_back,train
1123,1123,currencyDataset/10_back/IMG20211229002246.jpg,10_back,train
2126,2126,currencyDataset/5000_back/IMG20211228013352.jpg,5000_back,train
1492,1492,currencyDataset/10_front/IMG20220209113732.jpg,10_front,train
3507,3507,currencyDataset/50_front/IMG20211228005212.jpg,50_front,train
34,34,currencyDataset/1000_back/IMG20211228231809.jpg,1000_back,train
1841,1841,currencyDataset/20_front/IMG20211228115013.jpg,20_front,train
3068,3068,currencyDataset/500_front/IMG20211229234502.jpg,500_front,train
200,200,currencyDataset/1000_back/IMG20220212173210.jpg,1000_back,train
3303,3303,currencyDataset/50_back/IMG20211228221125.jpg,50_back,train
3010,3010,currencyDataset/500_front/IMG20211228233406.jpg,500_front,train
1745,1745,currencyDataset/20_back/IMG20220212163054.jpg,20_back,train
1131,1131,currencyDataset/10_back/IMG20211229002329.jpg,10_back,train
2084,2084,currencyDataset/5000_back/IMG20211228012824.jpg,5000_back,train
2550,2550,currencyDataset/5000_front/IMG20220212172231.jpg,5000_front,train
1628,1628,currencyDataset/20_back/IMG20211228222106.jpg,20_back,train
811,811,currencyDataset/100_front/IMG20211228232714.jpg,100_front,train
455,455,currencyDataset/1000_front/IMG20220218160652.jpg,1000_front,train
2252,2252,currencyDataset/5000_back/IMG20220212170410.jpg,5000_back,train
3382,3382,currencyDataset/50_front/IMG20211224211550.jpg,50_front,train
1793,1793,currencyDataset/20_back/IMG20220215120334.jpg,20_back,train
674,674,currencyDataset/100_back/IMG20220212164208.jpg,100_back,train
962,962,currencyDataset/100_front/IMG20220215120651.jpg,100_front,train
1270,1270,currencyDataset/10_back/IMG20220215123004.jpg,10_back,train
1475,1475,currencyDataset/10_front/IMG20211230000517.jpg,10_front,train
683,683,currencyDataset/100_back/IMG20220215121405.jpg,100_back,train
2553,2553,currencyDataset/5000_front/IMG20220212172257.jpg,5000_front,train
343,343,currencyDataset/1000_front/IMG20211229233759.jpg,1000_front,train
118,118,currencyDataset/1000_back/IMG20211229234147.jpg,1000_back,train
845,845,currencyDataset/100_front/IMG20211229232508.jpg,100_front,train
980,980,currencyDataset/100_front/IMG20220215121000.jpg,100_front,train
1609,1609,currencyDataset/20_back/IMG20211228120108.jpg,20_back,train
3230,3230,currencyDataset/50_back/IMG20211228003552.jpg,50_back,train
614,614,currencyDataset/100_back/IMG20211230003036.jpg,100_back,train
1287,1287,currencyDataset/10_back/IMG20220218170410.jpg,10_back,train
1955,1955,currencyDataset/20_front/IMG20211229225945.jpg,20_front,train
732,732,currencyDataset/100_back/IMG20220218164158.jpg,100_back,train
2212,2212,currencyDataset/5000_back/IMG20220209121840.jpg,5000_back,train
284,284,currencyDataset/1000_front/IMG20211228231605.jpg,1000_front,train
3497,3497,currencyDataset/50_front/IMG20211228005121.jpg,50_front,train
2542,2542,currencyDataset/5000_front/IMG20220212172046.jpg,5000_front,train
267,267,currencyDataset/1000_front/IMG20211228231404.jpg,1000_front,train
3136,3136,currencyDataset/50_back/IMG20211227235538.jpg,50_back,train
1133,1133,currencyDataset/10_back/IMG20211229002337.jpg,10_back,train
792,792,currencyDataset/100_front/IMG20211228232539.jpg,100_front,train
3580,3580,currencyDataset/50_front/IMG20220209120449.jpg,50_front,train
98,98,currencyDataset/1000_back/IMG20211229001710.jpg,1000_back,train
1204,1204,currencyDataset/10_back/IMG20211230000948.jpg,10_back,train
2078,2078,currencyDataset/5000_back/IMG20211228012801.jpg,5000_back,train
2762,2762,currencyDataset/500_back/IMG20211229232109.jpg,500_back,train
2743,2743,currencyDataset/500_back/IMG20211228233645.jpg,500_back,train
3135,3135,currencyDataset/50_back/IMG20211227235524.jpg,50_back,train
1052,1052,currencyDataset/10_back/IMG20211228223850.jpg,10_back,train
3086,3086,currencyDataset/500_front/IMG20220218161600.jpg,500_front,train
2679,2679,currencyDataset/500_back/IMG20211228223041.jpg,500_back,train
3024,3024,currencyDataset/500_front/IMG20211229231650.jpg,500_front,train
2365,2365,currencyDataset/5000_front/IMG20211228012634.jpg,5000_front,train
2474,2474,currencyDataset/5000_front/IMG20220209121434.jpg,5000_front,train
208,208,currencyDataset/1000_back/IMG20220218160754.jpg,1000_back,train
534,534,currencyDataset/100_back/IMG20211229003007.jpg,100_back,train
2940,2940,currencyDataset/500_front/IMG20211228222626.jpg,500_front,train
1727,1727,currencyDataset/20_back/IMG20211230001904.jpg,20_back,train
1185,1185,currencyDataset/10_back/IMG20211230000805.jpg,10_back,train
1357,1357,currencyDataset/10_front/IMG20211228230028.jpg,10_front,train
2938,2938,currencyDataset/500_front/IMG20211228222552.jpg,500_front,train
66,66,currencyDataset/1000_back/IMG20211228232134.jpg,1000_back,train
3278,3278,currencyDataset/50_back/IMG20211228012152.jpg,50_back,train
123,123,currencyDataset/1000_back/IMG20211229235703.jpg,1000_back,train
950,950,currencyDataset/100_front/IMG20220212163741.jpg,100_front,train
3149,3149,currencyDataset/50_back/IMG20211228000610.jpg,50_back,train
1819,1819,currencyDataset/20_back/IMG20220218165253.jpg,20_back,train
1207,1207,currencyDataset/10_back/IMG20211230001004.jpg,10_back,train
1993,1993,currencyDataset/20_front/IMG20220212162503.jpg,20_front,train
3224,3224,currencyDataset/50_back/IMG20211228003500.jpg,50_back,train
2630,2630,currencyDataset/500_back/IMG20211228122611.jpg,500_back,train
2565,2565,currencyDataset/5000_front/IMG20220218162546.jpg,5000_front,train
2368,2368,currencyDataset/5000_front/IMG20211228012657.jpg,5000_front,train
1734,1734,currencyDataset/20_back/IMG20211230001944.jpg,20_back,train
1627,1627,currencyDataset/20_back/IMG20211228222101.jpg,20_back,train
1279,1279,currencyDataset/10_back/IMG20220218170203.jpg,10_back,train
2659,2659,currencyDataset/500_back/IMG20211228122839.jpg,500_back,train
2634,2634,currencyDataset/500_back/IMG20211228122628.jpg,500_back,train
1438,1438,currencyDataset/10_front/IMG20211229230758.jpg,10_front,train
2835,2835,currencyDataset/500_back/IMG20220218161931.jpg,500_back,train
3246,3246,currencyDataset/50_back/IMG20211228011835.jpg,50_back,train
116,116,currencyDataset/1000_back/IMG20211229234141.jpg,1000_back,train
1738,1738,currencyDataset/20_back/IMG20220212162907.jpg,20_back,train
153,153,currencyDataset/1000_back/IMG20220209115022.jpg,1000_back,train
293,293,currencyDataset/1000_front/IMG20211228231638.jpg,1000_front,train
3023,3023,currencyDataset/500_front/IMG20211229231646.jpg,500_front,train
947,947,currencyDataset/100_front/IMG20220212163726.jpg,100_front,train
142,142,currencyDataset/1000_back/IMG20211229235843.jpg,1000_back,train
2618,2618,currencyDataset/500_back/IMG20211228104948.jpg,500_back,train
2241,2241,currencyDataset/5000_back/IMG20220212170255.jpg,5000_back,train
3275,3275,currencyDataset/50_back/IMG20211228012115.jpg,50_back,train
1924,1924,currencyDataset/20_front/IMG20211228234132.jpg,20_front,train
1933,1933,currencyDataset/20_front/IMG20211229225752.jpg,20_front,train
1327,1327,currencyDataset/10_front/IMG20211228223506.jpg,10_front,train
2692,2692,currencyDataset/500_back/IMG20211228223128.jpg,500_back,train
3544,3544,currencyDataset/50_front/IMG20211228220742.jpg,50_front,train
1517,1517,currencyDataset/10_front/IMG20220215121929.jpg,10_front,train
1779,1779,currencyDataset/20_back/IMG20220215120233.jpg,20_back,train
3398,3398,currencyDataset/50_front/IMG20211228000111.jpg,50_front,train
826,826,currencyDataset/100_front/IMG20211229002750.jpg,100_front,train
2332,2332,currencyDataset/5000_back/IMG20220218163152.jpg,5000_back,train
2154,2154,currencyDataset/5000_back/IMG20211228234839.jpg,5000_back,train
1300,1300,currencyDataset/10_back/IMG20220218170513.jpg,10_back,train
1445,1445,currencyDataset/10_front/IMG20211229230850.jpg,10_front,train
713,713,currencyDataset/100_back/IMG20220218164034.jpg,100_back,train
1494,1494,currencyDataset/10_front/IMG20220209113808.jpg,10_front,train
2867,2867,currencyDataset/500_front/IMG20211228104022.jpg,500_front,train
2401,2401,currencyDataset/5000_front/IMG20211228013932.jpg,5000_front,train
